-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
-0.00,-0.00,-0.00,-0.00,1.59
0.03,0.03,-0.00,-0.00,1.59
1.28,1.28,11.62,9.34,9.08
2.49,2.49,26.42,20.44,21.72
2.87,2.87,44.81,39.24,38.58
4.76,4.76,52.48,45.69,47.69
15.69,15.69,72.03,56.13,67.47
13.80,13.80,77.72,65.54,71.72
13.01,13.01,74.47,62.74,71.44
13.17,13.17,79.26,71.86,72.35
14.23,14.23,74.33,64.47,72.34
15.65,15.65,74.47,71.21,73.67
16.49,16.49,75.49,70.80,73.66
15.85,15.85,76.48,71.49,74.09
16.90,16.90,72.98,73.58,72.19
17.45,17.45,69.98,73.54,72.85
16.96,16.96,65.82,73.92,73.98
15.87,15.87,66.92,71.52,72.66
15.50,15.50,61.79,73.76,73.12
16.77,16.77,59.08,74.80,74.42
17.79,17.79,61.58,69.55,74.77
20.36,20.36,59.66,75.15,73.49
22.16,22.16,58.69,68.79,74.08
25.34,25.34,57.06,77.91,73.31
24.17,24.17,58.86,65.99,75.76
22.82,22.82,59.02,75.45,75.19
22.48,22.48,56.63,68.92,75.34
22.34,22.34,58.84,73.59,76.28
20.91,20.91,58.56,73.94,76.02
20.52,20.52,58.98,72.28,76.97
21.97,21.97,58.37,71.57,76.53
23.11,23.11,58.11,72.64,75.64
21.73,21.73,59.36,75.41,75.98
20.40,20.40,59.72,74.42,74.16
15.21,15.21,64.28,73.29,74.30
13.85,13.85,66.01,74.38,75.14
14.97,14.97,63.01,78.55,74.18
18.42,18.42,61.61,72.69,75.24
21.95,21.95,61.06,74.36,74.50
21.13,21.13,60.83,70.88,74.03
21.59,21.59,60.35,74.09,75.22
21.72,21.72,59.16,68.54,73.68
23.50,23.50,59.46,70.68,75.20
22.44,22.44,59.83,67.76,73.99
23.41,23.41,60.62,72.53,73.59
22.96,22.96,59.54,72.54,74.21
22.15,22.15,59.16,74.54,75.06
21.67,21.67,60.67,75.31,74.25
21.44,21.44,62.85,76.69,74.39
22.95,22.95,60.60,70.65,74.27
25.55,25.55,58.62,75.85,73.94
27.89,27.89,57.70,75.74,72.34
26.41,26.41,58.11,73.31,75.22
28.32,28.32,59.06,73.11,74.87
29.06,29.06,58.48,66.56,75.94
27.81,27.81,60.04,76.10,78.56
25.92,25.92,59.12,62.64,77.91
25.25,25.25,59.34,74.87,78.04
24.70,24.70,58.54,66.86,77.10
22.62,22.62,59.98,72.15,76.55
20.61,20.61,59.37,69.90,77.44
24.07,24.07,59.99,61.80,74.05
21.73,21.73,60.55,68.44,72.42
21.18,21.18,58.36,65.35,72.16
21.13,21.13,60.21,68.37,72.14
21.06,21.06,60.33,70.89,72.95
19.19,19.19,59.19,66.97,71.27
20.98,20.98,58.60,68.44,69.91
22.11,22.11,58.87,71.05,71.38
23.42,23.42,60.18,66.25,70.04
22.80,22.80,59.75,64.45,70.93
23.96,23.96,59.28,63.82,73.58
23.96,23.96,58.91,65.11,71.97
24.01,24.01,58.29,70.69,72.03
24.01,24.01,58.45,69.87,73.50
25.53,25.53,59.78,69.53,73.78
25.06,25.06,60.87,68.85,75.43
23.30,23.30,58.04,68.86,75.64
24.43,24.43,57.55,67.27,75.50
23.87,23.87,57.54,66.39,74.17
21.31,21.31,58.09,70.37,75.00
20.79,20.79,56.85,71.51,75.25
22.78,22.78,57.80,69.51,73.78
25.33,25.33,56.52,67.54,77.31
25.83,25.83,56.39,71.95,78.52
27.15,27.15,56.15,70.45,78.97
27.58,27.58,57.23,69.56,79.13
25.55,25.55,58.36,66.61,79.03
21.89,21.89,61.22,70.08,78.74
16.89,16.89,65.95,66.59,79.64
14.25,14.25,68.02,70.41,77.99
14.55,14.55,65.05,64.92,75.35
21.36,21.36,63.50,68.51,75.87
23.60,23.60,61.97,62.40,77.20
25.92,25.92,60.63,65.73,75.00
24.90,24.90,58.18,62.71,75.26
25.55,25.55,56.55,68.47,76.71
28.06,28.06,57.79,66.95,75.22
29.36,29.36,57.67,63.14,75.03
28.58,28.58,57.12,70.87,73.64
27.77,27.77,55.98,64.78,75.34
27.87,27.87,56.22,72.22,74.43
24.26,24.26,56.01,70.11,74.42
18.58,18.58,60.61,73.02,75.74
20.76,20.76,58.67,73.12,75.70
25.72,25.72,55.06,69.75,75.79
28.60,28.60,54.14,75.44,75.79
30.50,30.50,53.09,64.75,77.21
27.86,27.86,56.02,70.95,76.98
29.11,29.11,55.37,64.53,75.19
